Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/n_0_0,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tready
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3660,3660,0,e490e490e490e490,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53be53be53be53b,ff,1,0,0,1
3661,3661,0,e490e490e490e490,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53be53be53be53b,ff,1,0,0,1
3662,3662,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53be53be53be53b,ff,1,0,0,1
3663,3663,0,e4914f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53be53be53be53b,ff,1,0,0,1
3664,3664,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53be53be53be53b,1f,1,1,0,1
3665,3665,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3666,3666,0,e491e491e491e491,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53c4f0011110000,ff,1,0,0,1
3667,3667,0,e491e491e491e491,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,0
3668,3668,0,e491e491e491e491,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,0
3669,3669,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,0
3670,3670,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3671,3671,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3672,3672,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3673,3673,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3674,3674,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3675,3675,0,e491e491e491e491,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3676,3676,0,e491e491e491e491,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3677,3677,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3678,3678,0,e4924f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,ff,1,0,0,1
3679,3679,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ce53ce53ce53c,1f,1,1,0,1
3680,3680,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3681,3681,0,e492e492e492e492,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53d4f0011110000,ff,1,0,0,1
3682,3682,0,e492e492e492e492,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,0
3683,3683,0,e492e492e492e492,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,0
3684,3684,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,0
3685,3685,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3686,3686,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3687,3687,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3688,3688,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3689,3689,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3690,3690,0,e492e492e492e492,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3691,3691,0,e492e492e492e492,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3692,3692,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3693,3693,0,e4934f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,ff,1,0,0,1
3694,3694,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53de53de53de53d,1f,1,1,0,1
3695,3695,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3696,3696,0,e493e493e493e493,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53e4f0011110000,ff,1,0,0,1
3697,3697,0,e493e493e493e493,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,0
3698,3698,0,e493e493e493e493,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,0
3699,3699,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,0
3700,3700,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3701,3701,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3702,3702,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3703,3703,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3704,3704,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3705,3705,0,e493e493e493e493,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3706,3706,0,e493e493e493e493,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3707,3707,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3708,3708,0,e4944f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,ff,1,0,0,1
3709,3709,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53ee53ee53ee53e,1f,1,1,0,1
3710,3710,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3711,3711,0,e494e494e494e494,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53f4f0011110000,ff,1,0,0,1
3712,3712,0,e494e494e494e494,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,0
3713,3713,0,e494e494e494e494,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,0
3714,3714,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,0
3715,3715,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3716,3716,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3717,3717,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3718,3718,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3719,3719,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3720,3720,0,e494e494e494e494,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3721,3721,0,e494e494e494e494,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3722,3722,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3723,3723,0,e4954f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,ff,1,0,0,1
3724,3724,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e53fe53fe53fe53f,1f,1,1,0,1
3725,3725,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3726,3726,0,e495e495e495e495,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5404f0011110000,ff,1,0,0,1
3727,3727,0,e495e495e495e495,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,0
3728,3728,0,e495e495e495e495,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,0
3729,3729,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,0
3730,3730,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3731,3731,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3732,3732,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3733,3733,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3734,3734,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3735,3735,0,e495e495e495e495,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3736,3736,0,e495e495e495e495,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3737,3737,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3738,3738,0,e4964f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,ff,1,0,0,1
3739,3739,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e540e540e540e540,1f,1,1,0,1
3740,3740,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3741,3741,0,e496e496e496e496,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5414f0011110000,ff,1,0,0,1
3742,3742,0,e496e496e496e496,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,0
3743,3743,0,e496e496e496e496,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,0
3744,3744,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,0
3745,3745,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3746,3746,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3747,3747,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3748,3748,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3749,3749,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3750,3750,0,e496e496e496e496,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3751,3751,0,e496e496e496e496,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3752,3752,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3753,3753,0,e4974f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,ff,1,0,0,1
3754,3754,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e541e541e541e541,1f,1,1,0,1
3755,3755,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3756,3756,0,e497e497e497e497,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5424f0011110000,ff,1,0,0,1
3757,3757,0,e497e497e497e497,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,0
3758,3758,0,e497e497e497e497,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,0
3759,3759,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,0
3760,3760,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3761,3761,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3762,3762,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3763,3763,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3764,3764,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3765,3765,0,e497e497e497e497,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3766,3766,0,e497e497e497e497,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3767,3767,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3768,3768,0,e4984f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,ff,1,0,0,1
3769,3769,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e542e542e542e542,1f,1,1,0,1
3770,3770,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3771,3771,0,e498e498e498e498,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5434f0011110000,ff,1,0,0,1
3772,3772,0,e498e498e498e498,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,0
3773,3773,0,e498e498e498e498,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,0
3774,3774,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,0
3775,3775,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3776,3776,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3777,3777,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3778,3778,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3779,3779,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3780,3780,0,e498e498e498e498,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3781,3781,0,e498e498e498e498,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3782,3782,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3783,3783,0,e4994f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,ff,1,0,0,1
3784,3784,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e543e543e543e543,1f,1,1,0,1
3785,3785,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3786,3786,0,e499e499e499e499,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5444f0011110000,ff,1,0,0,1
3787,3787,0,e499e499e499e499,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,0
3788,3788,0,e499e499e499e499,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,0
3789,3789,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,0
3790,3790,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3791,3791,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3792,3792,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3793,3793,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3794,3794,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3795,3795,0,e499e499e499e499,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3796,3796,0,e499e499e499e499,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3797,3797,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3798,3798,0,e49a4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,ff,1,0,0,1
3799,3799,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e544e544e544e544,1f,1,1,0,1
3800,3800,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3801,3801,0,e49ae49ae49ae49a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5454f0011110000,ff,1,0,0,1
3802,3802,0,e49ae49ae49ae49a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,0
3803,3803,0,e49ae49ae49ae49a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,0
3804,3804,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,0
3805,3805,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3806,3806,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3807,3807,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3808,3808,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3809,3809,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3810,3810,0,e49ae49ae49ae49a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3811,3811,0,e49ae49ae49ae49a,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3812,3812,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3813,3813,0,e49b4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,ff,1,0,0,1
3814,3814,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e545e545e545e545,1f,1,1,0,1
3815,3815,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
